,CVE,DESCRIP
1420,I472,Taquicardia ventricular
1421,I479,"Taquicardia paroxística, no especificada"
1422,I480,Fibrilación auricular paroxística
1423,I481,Fibrilación auricular persistente
1424,I482,Fibrilación auricular crónica
1425,I483,Aleteo auricular típico
1426,I489,"Fibrilación y aleteo auricular, no especificado"
1427,I490,Fibrilación y aleteo ventricular
1428,I491,Despolarización auricular prematura
1429,I493,Despolarización ventricular prematura
1430,I494,Otros tipos de despolarización prematura y los no especificados
1431,I495,Síndrome del seno enfermo
1432,I498,Otras arritmias cardiacas especificadas
1433,I499,"Arritmia cardíaca, no especificada"
1434,I500,Insuficiencia cardíaca congestiva
1435,I501,Insuficiencia ventricular izquierda
1436,I509,"Insuficiencia cardíaca, no especificada"
1437,I510,"Defecto del tabique cardíaco, adquirido"
1438,I512,"Ruptura de músculo papilar, no clasificada en otra parte"
1439,I513,"Trombosis intracardíaca, no clasificada en otra parte"
1440,I514,"Miocarditis, no especificada"
1441,I515,Degeneración miocárdica
1442,I516,"Enfermedad cardiovascular, no especificada"
1443,I517,Cardiomegalia
1444,I518,Otras enfermedades cardiacas mal definidas
1445,I519,"Enfermedad cardíaca, no especificada"
1446,I600,Hemorragia subaracnoidea de sifón y bifurcación carotídea
1447,I601,Hemorragia subaracnoidea de arteria cerebral media
1448,I602,Hemorragia subaracnoidea de arteria comunicante anterior
1449,I603,Hemorragia subaracnoidea de arteria comunicante posterior
1450,I604,Hemorragia subaracnoidea de arteria basilar
1451,I605,Hemorragia subaracnoidea de arteria vertebral
1452,I606,Hemorragia subaracnoidea de otras arterias intracraneales
1453,I607,Hemorragia subaracnoidea de arteria intracraneal no especificada
1454,I608,Otras hemorragias subaracnoideas
1455,I609,"Hemorragia subaracnoidea, no especificada"
1456,I610,"Hemorragia intracerebral en hemisferio, subcortical"
1457,I611,"Hemorragia intracerebral en hemisferio, cortical"
1458,I612,"Hemorragia intracerebral en hemisferio, no especificada"
1459,I613,Hemorragia intraencefálica en tallo cerebral
1460,I614,Hemorragia intraencefálica en cerebelo
1461,I615,"Hemorragia intraencefálica, intraventricular"
1462,I616,Hemorragia intraencefálica de localizaciones múltiples
1463,I618,Otras hemorragias intraencefálicas
1464,I619,"Hemorragia intraencefálica, no especificada"
1465,I620,Hemorragia subdural (aguda) (no traumática)
1466,I621,Hemorragia extradural no traumática
1467,I629,"Hemorragia intracraneal (no traumática), no especificada"
1468,I630,Infarto cerebral debido a trombosis de arterias precerebrales
1469,I631,Infarto cerebral debido a embolia de arterias precerebrales
1470,I632,Infarto cerebral debido a oclusión o estenosis no especificada de arterias precerebrales
1471,I633,Infarto cerebral debido a trombosis de arterias cerebrales
1472,I634,Infarto cerebral debido a embolia de arterias cerebrales
1473,I635,Infarto cerebral debido a oclusión o estenosis no especificada de arterias cerebrales
1474,I638,Otros Infartos cerebrales
1475,I639,"Infarto cerebral, no especificado"
1476,I64X,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico"
1477,I670,"Disección de arterias cerebrales, sin ruptura"
1478,I671,"Aneurisma cerebral, sin ruptura"
1479,I672,Aterosclerosis cerebral
1480,I673,Leucoencefalopatía vascular progresiva
1481,I674,Encefalopatía hipertensiva
1482,I676,Trombosis apiógena del sistema venoso intracraneal
1483,I677,"Arteritis cerebral, no clasificada en otra parte"
1484,I678,Otras enfermedades cerebrovasculares especificadas
1485,I679,"Enfermedad cerebrovascular, no especificada"
1486,I690,Secuelas de hemorragia subaracnoidea
1487,I691,Secuelas de hemorragia intraencefálica
1488,I692,Secuelas de otras hemorragias intracraneales no traumáticas
1489,I693,Secuelas de infarto cerebral
1490,I694,"Secuelas de accidente vascular encefálico, no especificado como hemorrágico o isquémico"
1491,I698,Secuelas de otras enfermedades cerebrovasculares y de las no especificadas
1492,I700,Aterosclerosis de la aorta
1493,I702,Aterosclerosis de las arterias de los miembros
1494,I708,Aterosclerosis de otras arterias
1495,I709,Aterosclerosis generalizada y la no especificada
1496,I710,Disección de aorta (cualquier parte)
1497,I711,Ruptura de aneurisma de la aorta torácica
1498,I712,"Aneurisma de la aorta torácica, sin mención de ruptura"
1499,I713,Ruptura de aneurisma de la aorta abdominal
1500,I714,"Aneurisma de la aorta abdominal, sin mención de ruptura"
1501,I715,Ruptura de aneurisma de la aorta toracoabdominal
1502,I716,"Aneurisma de la aorta toracoabdominal, sin mención de ruptura"
1503,I718,"Ruptura de aneurisma aórtico, sitio no especificado"
1504,I719,"Aneurisma de la aorta, sitio no especificado, sin mención de ruptura"
1505,I720,Aneurisma y disección de la arteria carótida
1506,I722,Aneurisma y disección de arteria renal
1507,I723,Aneurisma y disección de arteria ilíaca
1508,I724,Aneurisma y disección de arteria del miembro inferior
1509,I725,Aneurisma y disección de otras arterias precerebrales
1510,I726,Aneurisma y disección de arteria vertebral
1511,I728,Aneurisma y disección de otras arterias especificadas
1512,I729,Aneurisma y disección de sitio no especificado
1513,I730,Síndrome de Raynaud
1514,I731,Tromboangeítis obliterante [Buerger]
1515,I738,Otras enfermedades vasculares periféricas especificadas
1516,I739,"Enfermedad vascular periférica, no especificada"
1517,I740,Embolia y trombosis de la aorta abdominal
1518,I741,Embolia y trombosis de otras porciones y las no especificadas de la aorta
1519,I742,Embolia y trombosis de arterias de los miembros superiores
1520,I743,Embolia y trombosis de arterias de los miembros inferiores
1521,I744,"Embolia y trombosis de arterias de los miembros, no especificadas"
1522,I745,Embolia y trombosis de arteria ilíaca
1523,I748,Embolia y trombosis de otras arterias
1524,I749,Embolia y trombosis de arteria no especificada
1525,I770,"Fístula arteriovenosa, adquirida"
1526,I771,Estrechez arterial
1527,I772,Ruptura arterial
1528,I773,Displasia fibromuscular arterial
1529,I775,Necrosis arterial
1530,I776,"Arteritis, no especificada"
1531,I778,Otros trastornos especificados de arterias y arteriolas
1532,I779,"Trastorno de arterias y arteriolas, no especificado"
1533,I780,Telangiectasia hemorrágica hereditaria
1534,I801,Flebitis y tromboflebitis de la vena femoral
1535,I802,Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores
1536,I803,"Flebitis y tromboflebitis de los miembros inferiores, no especificada"
1537,I808,Flebitis y tromboflebitis de otros sitios
1538,I809,Flebitis y tromboflebitis de sitio no especificado
1539,I81X,Trombosis de la vena porta
1540,I820,Síndrome de Budd-Chiari
1541,I822,Embolia y trombosis de vena cava
1542,I828,Embolia y trombosis de otras venas especificadas
1543,I829,Embolia y trombosis de vena no especificada
1544,I830,Venas varicosas de los miembros inferiores con úlcera
1545,I831,Venas varicosas de los miembros inferiores con inflamación
1546,I832,Venas varicosas de los miembros inferiores con úlcera e inflamación
1547,I839,Venas varicosas de los miembros inferiores sin úlcera ni inflamación
1548,I850,Várices esofágicas con hemorragia
1549,I859,Várices esofágicas sin hemorragia
1550,I860,Várices sublinguales
1551,I864,Várices gástricas
1552,I868,Várices en otros sitios especificados
1553,I870,Síndrome postrombótico
1554,I871,Compresión de vena
1555,I872,Insuficiencia venosa (crónica) (periférica)
1556,I878,Otros trastornos venosos especificados
1557,I879,"Trastorno venoso, no especificado"
1558,I880,Linfadenitis mesentérica inespecífica
1559,I888,Otras linfadenitis inespecíficas
1560,I889,Linfadenitis inespecífica no especificada
1561,I890,"Linfedema, no clasificado en otra parte"
1562,I891,Linfangitis
1563,I898,Otros trastornos especificados no infecciosos de los vasos y ganglios linfáticos
1564,I899,"Trastorno no infeccioso de vasos y ganglios linfáticos, no especificado"
1565,I950,Hipotensión idiopática
1566,I951,Hipotensión ortostática
1567,I958,Otros tipos de hipotensión
1568,I959,"Hipotensión, no especificada"
1569,I99X,Otros trastornos y los no especificados del sistema circulatorio
1570,J00X,Rinofaringitis aguda [resfriado común]
1571,J028,Faringitis aguda debida a otros microorganismos especificados
1572,J029,"Faringitis aguda, no especificada"
1573,J038,Amigdalitis aguda debida a otros microorganismos especificados
1574,J039,"Amigdalitis aguda, no especificada"
1575,J040,Laringitis aguda
1576,J041,Traqueítis aguda
1577,J042,Laringotraqueítis aguda
1578,J051,Epiglotitis aguda
1579,J060,Laringofaringitis aguda
1580,J068,Otras infecciones agudas de sitios múltiples de las vías respiratorias superiores
1581,J069,"Infección aguda de las vías respiratorias superiores, no especificada"
1582,J09X,Influenza debida a virus de la influenza zoonótico o pandémico identificado
1583,J100,"Influenza con neumonía, debida a virus de la influenza estacional identificado"
1584,J101,"Influenza con otras manifestaciones respiratorias, debida a virus de la influenza estacional identificado"
1585,J108,"Influenza con otras manifestaciones, debida a virus de la influenza estacional identificado"
1586,J110,"Influenza con neumonía, virus no identificado"
1587,J111,"Influenza con otras manifestaciones respiratorias, virus no identificado"
1588,J118,"Influenza con otras manifestaciones, virus no identificado"
1589,J120,Neumonía debida a adenovirus
1590,J121,Neumonía debida a virus sincitial respiratorio
1591,J128,Neumonía debida a otros virus
1592,J129,"Neumonía viral, no especificada"
1593,J13X,Neumonía debida a Streptococcus pneumoniae
1594,J150,Neumonía debida a Klebsiella pneumoniae
1595,J151,Neumonía debida a Pseudomonas
1596,J152,Neumonía debida a estafilococos
1597,J153,Neumonía debida a estreptococos del grupo B
1598,J154,Neumonía debida a otros estreptococos
1599,J155,Neumonía debida a Escherichia coli
1600,J156,Neumonía debida a otras bacterias gramnegativas
1601,J157,Neumonía debida a Mycoplasma pneumoniae
1602,J158,Otras neumonías bacterianas
1603,J159,"Neumonía bacteriana, no especificada"
1604,J160,Neumonía debida a clamidias
1605,J168,Neumonía debida a otros microorganismos infecciosos especificados
1606,J180,"Bronconeumonía, no especificada"
1607,J181,"Neumonía lobar, no especificada"
1608,J182,"Neumonía hipostática, no especificada"
1609,J188,"Otras neumonías, de microorganismo no especificado"
1610,J189,"Neumonía, no especificada"
1611,J208,Bronquitis aguda debida a otros microorganismos especificados
1612,J209,"Bronquitis aguda, no especificada"
1613,J210,Bronquiolitis aguda debida a virus sincitial respiratorio
1614,J218,Bronquiolitis aguda debida a otros microorganismos especificados
1615,J219,"Bronquiolitis aguda, no especificada"
1616,J22X,Infección aguda no especificada de las vías respiratorias inferiores
1617,J310,Rinitis crónica
1618,J312,Faringitis crónica
1619,J320,Sinusitis maxilar crónica
1620,J321,Sinusitis frontal crónica
1621,J322,Sinusitis etmoidal crónica
1622,J324,Pansinusitis crónica
1623,J329,"Sinusitis crónica, no especificada"
1624,J339,"Pólipo nasal, no especificado"
1625,J351,Hipertrofia de las amígdalas
1626,J36X,Absceso periamigdalino
1627,J370,Laringitis crónica
1628,J380,Parálisis de las cuerdas vocales y de la laringe
1629,J381,Pólipo de las cuerdas vocales y de la laringe
1630,J383,Otras enfermedades de las cuerdas vocales
1631,J384,Edema de laringe
1632,J385,Espasmo laríngeo
1633,J386,Estenosis laríngea
1634,J387,Otras enfermedades de la laringe
1635,J390,Absceso retrofaríngeo y parafaríngeo
1636,J391,Otros abscesos de la faringe
1637,J392,Otras enfermedades de la faringe
1638,J393,"Reacción de hipersensibilidad de las vías respiratorias superiores, sitio no especificado"
1639,J398,Otras enfermedades especificadas de las vías respiratorias superiores
1640,J399,"Enfermedad de las vías respiratorias superiores, no especificada"
1641,J40X,"Bronquitis, no especificada como aguda o crónica"
1642,J410,Bronquitis crónica simple
1643,J411,Bronquitis crónica mucopurulenta
1644,J42X,Bronquitis crónica no especificada
1645,J431,Enfisema panlobular
1646,J432,Enfisema centrolobular
1647,J438,Otros tipos de enfisema
1648,J439,"Enfisema, no especificado"
1649,J440,Enfermedad pulmonar obstructiva crónica con infección aguda de las vías respiratorias inferiores
1650,J441,"Enfermedad pulmonar obstructiva crónica con exacerbación aguda, no especificada"
1651,J448,Otras enfermedades pulmonares obstructivas crónicas especificadas
1652,J449,"Enfermedad pulmonar obstructiva crónica, no especificada"
1653,J450,Asma predominantemente alérgica
1654,J451,Asma no alérgica
1655,J458,Asma mixta
1656,J459,"Asma, no especificado"
1657,J46X,Estado asmático
1658,J47X,Bronquiectasia
1659,J60X,Neumoconiosis de los mineros del carbón
1660,J61X,Neumoconiosis debida al asbesto y a otras fibras minerales
1661,J628,Neumoconiosis debida a otros polvos que contienen sílice
1662,J64X,"Neumoconiosis, no especificada"
1663,J660,Bisinosis
1664,J679,Neumonitis debida a hipersensibilidad a polvo orgánico no especificado
1665,J680,"Bronquitis y neumonitis debidas a inhalación de gases, humos, vapores y sustancias químicas"
1666,J681,"Edema pulmonar agudo debido a inhalación de gases, humos, vapores y sustancias químicas"
1667,J683,"Otras afecciones respiratorias agudas y subagudas debidas a inhalación de gases, humos, vapores y sustancias químicas"
1668,J684,"Afecciones respiratorias crónicas debidas a inhalación de gases, humos, vapores y sustancias químicas"
1669,J688,"Otras afecciones respiratorias debidas a inhalación de gases, humos, vapores y sustancias químicas"
1670,J689,"Afección respiratoria no especificada, debida a inhalación de gases, humos, vapores y sustancias químicas"
1671,J690,Neumonitis debida a aspiración de alimento o vómito
1672,J691,Neumonitis debida a aspiración de aceites y esencias
1673,J698,Neumonitis debida a aspiración de otros sólidos y líquidos
1674,J700,Manifestaciones pulmonares agudas debidas a radiación
1675,J701,Manifestaciones pulmonares crónicas y otras manifestaciones debidas a radiación
1676,J704,Trastornos pulmonares intersticiales no especificados inducidos por drogas
